Trait,Trait_Info,Paper_ID,Cohort_ID,Rodent_type,Strain,Shared_Control,F0_Parent_Exposed,Lineage_HFD,Exposure_Type,F2_Diet_at_measurement,Age_Days,Sex,Generation,Mean_Control,SD_Control,SEM_Control,Sample_Size_n_Control,Estimated_or_Exact_sample_control.,Mean_Treatment,SD_Treatment,SEM_Treatment,Sample_Size_n_Treatment,Estimated_or_Exact_sample_treatment..,Source,Group_Label_Paper,yi,vi
Body_Weight,None,Sarker2018,Sarker2018fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,28,Male,F2,18.494,2.979127389,0.43,48,Exact,19.67,2.3,0.32,52,Exact,Fig 4,"mCTR (Control), mHFD (Treatment)",-0.321203966,0.02124575
Body_Weight,None,Sarker2018,Sarker2018fmmm,Mouse,C57BL/6,2,Female,f-m-m-m,One off,Standard,28,Male,F3,17.924,3.039389412,0.648,22,Exact,20.6,1.62,0.32,26,Exact,Fig 4,"mCTR (Control), mHFD (Treatment)",-0.772190497,0.045354398
Body_Weight,None,Sarker2018,Sarker2018fmf,Mouse,C57BL/6,3,Female,f-m-f,One off,Standard,28,Female,F2,14.615,2.093036072,0.37,32,Exact,15.94,1.33,0.23,34,Exact,Fig 4,"fCTR (Control), fHFD (Treatment)",-0.541197528,0.032126232
Body_Weight,None,Sarker2018,Sarker2018fmmf,Mouse,C57BL/6,4,Female,f-m-m-f,One off,Standard,28,Female,F3,16.097,2.052710403,0.459,20,Exact,16.1,1.51,0.3,26,Exact,Fig 4,"fCTR (Control), fHFD (Treatment)",-0.313553559,0.047467194
Insulin,ITT,Sarker2018,Sarker2018fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,98,Male,F2,445.7386364,133.546758,47.21590909,8,Exact,639.0340909,234.3094743,82.84090909,8,Exact,NA,"mCTR (Control), mHFD (Treatment)",0.201966077,0.170882866
Insulin,ITT,Sarker2018,Sarker2018fmmm,Mouse,C57BL/6,2,Female,f-m-m-m,One off,Standard,98,Male,F3,439.7191011,109.6412762,38.76404494,8,Exact,542.8651685,161.6017071,57.13483146,8,Exact,NA,"mCTR (Control), mHFD (Treatment)",0.177195934,0.161705583
Insulin,ITT,Sarker2018,Sarker2018fmf,Mouse,C57BL/6,3,Female,f-m-f,One off,Standard,98,Female,F2,269.1477273,82.9243407,29.31818182,8,Exact,299.6590909,63.63961031,22.5,8,Exact,NA,"fCTR (Control), fHFD (Treatment)",-0.372077618,0.160360629
Insulin,ITT,Sarker2018,Sarker2018fmmf,Mouse,C57BL/6,4,Female,f-m-m-f,One off,Standard,98,Female,F3,466.3483146,101.0606546,35.73033708,8,Exact,395.2247191,95.34024016,33.70786517,8,Exact,NA,"fCTR (Control), fHFD (Treatment)",0.10720939,0.156001366
Insulin,Fasting_Insulin,Sarker2018,Sarker2018fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,98,Male,F2,4.461538462,2.939387691,1.2,6,Exact,7.046153846,1.507378303,0.615384615,6,Exact,NA,"mCTR (Control), mHFD (Treatment)",-1.124817634,0.279970069
Insulin,Fasting_Insulin,Sarker2018,Sarker2018fmf,Mouse,C57BL/6,3,Female,f-m-f,One off,Standard,98,Female,F2,0.646153846,0.452213491,0.184615385,6,Exact,1.323076923,0.678320236,0.276923077,6,Exact,NA,"fCTR (Control), fHFD (Treatment)",-0.311212571,0.325440117
Insulin,Fasting_Insulin,Sarker2018,Sarker2018fmmm,Mouse,C57BL/6,2,Female,f-m-m-m,One off,Standard,98,Male,F3,3.803921569,2.305402111,0.941176471,6,Exact,9.921568627,3.169927902,1.294117647,6,Exact,NA,"mCTR (Control), mHFD (Treatment)",-0.640224779,0.278231215
Insulin,Fasting_Insulin,Sarker2018,Sarker2018fmmf,Mouse,C57BL/6,4,Female,f-m-m-f,One off,Standard,98,Female,F3,1.68627451,0.960584213,0.392156863,6,Exact,1.176470588,0.672408949,0.274509804,6,Exact,NA,"fCTR (Control), fHFD (Treatment)",0.00332779,0.308527733
Adiposity,Total Fat,Sarker2018,Sarker2018fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,91,Male,F2,8.071895425,3.041850007,1.241830065,6,Exact,10.03267974,1.921168426,0.784313725,6,Exact,Supp Fig6,"mCTR (Control), mHFD (Treatment)",-0.67699174,0.22978011
Adiposity,Subcutaneous Fat Weight,Sarker2018,Sarker2018fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,91,Male,F2,5,1.921168426,0.784313725,6,Exact,5.653594771,1.28077895,0.522875817,6,Exact,Supp Fig6,"mCTR (Control), mHFD (Treatment)",-0.528318782,0.233159498
Adiposity,Visceral Fat Depot,Sarker2018,Sarker2018fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,91,Male,F2,2.908496732,1.440876319,0.588235294,6,Exact,3.954248366,1.440876319,0.588235294,6,Exact,Supp Fig6,"mCTR (Control), mHFD (Treatment)",-0.307154176,0.263033562
Adiposity,Total Fat,Sarker2018,Sarker2018fmmm,Mouse,C57BL/6,2,Female,f-m-m-m,One off,Standard,91,Male,F3,7.708333333,5.273207085,2.152777778,6,Exact,15.34722222,2.551551815,1.041666667,6,Exact,Supp Fig6,"mCTR (Control), mHFD (Treatment)",-1.414569504,0.282603701
Adiposity,Subcutaneous Fat Weight,Sarker2018,Sarker2018fmmm,Mouse,C57BL/6,2,Female,f-m-m-m,One off,Standard,91,Male,F3,4.861111111,3.402069087,1.388888889,6,Exact,9.513888889,2.211344907,0.902777778,6,Exact,Supp Fig6,"mCTR (Control), mHFD (Treatment)",-1.1022686,0.290636862
Adiposity,Visceral Fat Depot,Sarker2018,Sarker2018fmmm,Mouse,C57BL/6,2,Female,f-m-m-m,One off,Standard,91,Male,F3,2.847222222,2.211344907,0.902777778,6,Exact,5.763888889,0.510310363,0.208333333,6,Exact,Supp Fig6,"mCTR (Control), mHFD (Treatment)",-2.17160561,0.301841826
Adiposity,Total Fat,Sarker2018,Sarker2018fmf,Mouse,C57BL/6,3,Female,f-m-f,One off,Standard,91,Female,F2,2.516339869,1.600973688,0.653594771,6,Exact,4.150326797,2.401460532,0.980392157,6,Exact,Supp Fig6,"fCTR (Control), fHFD (Treatment)",-0.094916557,0.323265114
Adiposity,Subcutaneous Fat Weight,Sarker2018,Sarker2018fmf,Mouse,C57BL/6,3,Female,f-m-f,One off,Standard,91,Female,F2,1.666666667,0.960584213,0.392156863,6,Exact,2.647058824,1.440876319,0.588235294,6,Exact,Supp Fig6,"fCTR (Control), fHFD (Treatment)",-0.057158414,0.304746038
Adiposity,Visceral Fat Depot,Sarker2018,Sarker2018fmf,Mouse,C57BL/6,3,Female,f-m-f,One off,Standard,91,Female,F2,0.751633987,0.640389475,0.261437908,6,Exact,1.405228758,0.960584213,0.392156863,6,Exact,Supp Fig6,"fCTR (Control), fHFD (Treatment)",-0.220240791,0.398862922
Adiposity,Total Fat,Sarker2018,Sarker2018fmmf,Mouse,C57BL/6,4,Female,f-m-m-f,One off,Standard,91,Female,F3,11.31944444,6.463931266,2.638888889,6,Exact,8.680555556,4.422689813,1.805555556,6,Exact,Supp Fig6,"fCTR (Control), fHFD (Treatment)",-0.114053159,0.297613053
Adiposity,Subcutaneous Fat Weight,Sarker2018,Sarker2018fmmf,Mouse,C57BL/6,4,Female,f-m-m-f,One off,Standard,91,Female,F3,6.875,4.082482905,1.666666667,6,Exact,5.416666667,2.551551815,1.041666667,6,Exact,Supp Fig6,"fCTR (Control), fHFD (Treatment)",-0.231592606,0.295751762
Adiposity,Visceral Fat Depot,Sarker2018,Sarker2018fmmf,Mouse,C57BL/6,4,Female,f-m-m-f,One off,Standard,91,Female,F3,4.305555556,3.061862178,1.25,6,Exact,3.263888889,2.041241452,0.833333333,6,Exact,Supp Fig6,"fCTR (Control), fHFD (Treatment)",-0.128478325,0.349475069
Triglycerides,Plasma Triglyceride,Sarker2018,Sarker2018fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,91,Male,F2,84.64,22.39,9.14,6,Exact,110.46,27.25,11.13,6,Exact,Supp,"mCTR (Control), mHFD (Treatment)",-0.069807406,0.221805998
Triglycerides,Plasma Triglyceride,Sarker2018,Sarker2018fmmm,Mouse,C57BL/6,2,Female,f-m-m-m,One off,Standard,91,Male,F3,77.47,29.77,12.15,6,Exact,106.71,22.32,9.11,6,Exact,Supp,"mCTR (Control), mHFD (Treatment)",-0.608242147,0.231903237
Triglycerides,Plasma Triglyceride,Sarker2018,Sarker2018fmf,Mouse,C57BL/6,3,Female,f-m-f,One off,Standard,91,Female,F2,48.87,18.49,7.55,6,Exact,61.19,29.2,11.92,6,Exact,Supp,"fCTR (Control), fHFD (Treatment)",0.232118598,0.261811862
Triglycerides,Plasma Triglyceride,Sarker2018,Sarker2018fmmf,Mouse,C57BL/6,4,Female,f-m-m-f,One off,Standard,91,Female,F3,89.24,17.67,7.22,6,Exact,63.04,14.88,6.08,6,Exact,Supp,"fCTR (Control), fHFD (Treatment)",0.175709667,0.215820217
Body_Weight,None,Thompson2019,Thompson2019ffm,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,140,Male,F2,27.76316,2.236842,1.000346,5,Exact,29.47368,5.526316,2.471444,5,Exact,NA,"Con-CHOW(Control), HF/HS-Chow(Treatment)",0.84466866,0.258329516
Body_Weight,None,Thompson2019,Thompson2019fffm,Mouse,C57BL/6,2,Female,f-f-f-m,One off,Standard,140,Male,F3,27.94872,2.692308,1.204037,5,Exact,26.28205,2.564103,1.146702,5,Exact,NA,"Con-CHOW(Control), HF/HS-Chow(Treatment)",0.012695097,0.253759534
Body_Weight,None,Thompson2019,Thompson2019ffm,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,35,Male,F2,20.58295964,1.614349776,0.721959168,5,Exact,20.85201794,1.076233184,0.481306112,5,Exact,NA,"Con-CHOW(Control), HF/HS-Chow(Treatment)",-0.418452304,0.251763074
Body_Weight,None,Thompson2019,Thompson2019fffm,Mouse,C57BL/6,2,Female,f-f-f-m,One off,Standard,35,Male,F3,20.59602649,2.251655629,1.00697101,5,Exact,19.93377483,1.721854305,0.770036655,5,Exact,NA,"Con-CHOW(Control), HF/HS-Chow(Treatment)",-0.235581339,0.253882638
Body_Weight,None,Winther2019,Winther2019ffm,Rat,SD,1,Female,f-f-m,One off,Standard,196,Male,F2,525.7,120.3,40.1,9,Estimate,490.7,112.2,37.4,9,Estimate,Table 2,CON-CON (Control) HFD-CON (Treatment),-0.000807865,0.136627653
Body_Weight,None,Winther2019,Winther2019fff,Rat,SD,2,Female,f-f-f,One off,Standard,196,Female,F2,295.9,48.9,16.3,9,Estimate,289.5,45,15,9,Estimate,Table 2,CON-CON (Control) HFD-CON (Treatment),-0.061248644,0.130719123
Body_Weight,None,Winther2019,Winther2019ffm,Rat,SD,1,Female,f-f-m,One off,Standard,98,Male,F2,426.1,137.1,45.7,9,Estimate,398.2,89.7,29.9,9,Estimate,Table 2,CON-CON (Control) HFD-CON (Treatment),-0.356520149,0.142141145
Body_Weight,None,Winther2019,Winther2019fff,Rat,SD,2,Female,f-f-f,One off,Standard,98,Female,F2,241,36.9,12.3,9,Estimate,246.1,53.4,17.8,9,Estimate,Table 2,CON-CON (Control) HFD-CON (Treatment),0.348658171,0.132836197
Glucose,GTT,Winther2019,Winther2019ffm,Rat,SD,1,Female,f-f-m,One off,Standard,196,Male,F2,813.4453782,53.1475237,16.80672269,10,Exact,867.2268908,106.2950474,33.61344538,10,Exact,Fig4,CON-CON (Control) HFD-CON (Treatment),0.629125322,0.113040308
Glucose,GTT,Winther2019,Winther2019fff,Rat,SD,2,Female,f-f-f,One off,Standard,196,Female,F2,843.697479,53.1475237,16.80672269,10,Exact,826.8907563,74.40653318,23.52941176,10,Exact,Fig4,CON-CON (Control) HFD-CON (Treatment),0.35659364,0.112317633
Adiposity,Epididymal Fat Weight,Winther2019,Winther2019ffm,Rat,SD,1,Female,f-f-m,One off,Standard,196,Male,F2,8,5.059644256,1.6,10,Exact,6.9,5.059644256,1.6,10,Exact,NA,CON-CON (Control) HFD-CON (Treatment),0.14792013,0.204881327
Adiposity,Epididymal Fat Weight,Winther2019,Winther2019fff,Rat,SD,2,Female,f-f-f,One off,Standard,196,Female,F2,6.1,6.008327554,1.9,10,Exact,5.7,5.059644256,1.6,10,Exact,NA,CON-CON (Control) HFD-CON (Treatment),-0.104027661,0.286921517
