"","ES_ID","Paper_ID","Study_ID","Cohort_ID","Cohort_ID_Control","Shared_Control_Code","Title","Journal","Year","Rodent_Type","Rodent_Strain","Exposure_Type","F0_Parent_Exposed","Treatment_Diet_Code","Treatment_Diet_Notes","Treatment_Diet_Prot_pww","Treatment_Diet_Carb_pww","Treatment_Diet_Fat_pww","Treatment_Diet_Energy_kcal_g","Treatment_Diet_Prot_pE","Treatment_Diet_Carb_pE","Treatment_Diet_Fat_pE","Treatment_Diet_PC_ratio","Treatment_Diet_PNP_ratio","Treatment_Start_F0","Treatment_End_F0","Treatment_Duration_F0","Treatment_Duration_F0_Notes","Offspring_Generation","Offspring_Sex","Lineage_HFD","Age_at_Measurement_Days","Diet_at_Measurement","Trait","Trait_Info","Unit_of_Measurement","Mean_Control","SD_Control","SEM_Control","Sample_Size_n_Control","Estimated_or_Exact_Sample_Control","Mean_Treatment","SD_Treatment","SEM_Treatment","Sample_Size_n_Treatment","Estimated_or_Exact_Sample_Treatment","Data_Source","Group_Label_Paper","Notes","lnRR","VlnRR","lnCVR","VlnCVR"
"187","ES_187","King2013","King_Dakin_Liu_Drake","King2013ffmf","King2013ffmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-fm-f",21,"Standard","Body_Weight","None","g",9.97,1.043551628,0.33,10,"Exact",10.18,0.06,0.02,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,0.0208444271486297,0.00109942331810101,-2.86994062157804,0.119154978873657
"188","ES_188","King2013","King_Dakin_Liu_Drake","King2013ffmf","King2013ffmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-fm-f",180,"Standard","Body_Weight","None","g",27.1,2.972541001,0.94,10,"Exact",27.08,2.4,0.8,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,-0.000738279841581073,0.00207587818313539,-0.206265681287612,0.120131433738691
"189","ES_189","King2013","King_Dakin_Liu_Drake","King2013ffmf","King2013ffmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-fm-f",180,"Standard","Glucose_TT","GTT","mmol/L",1582.45033112583,353.145695364239,117.71523178808,9,"Estimate",1490.625,284.21052631579,94.7368421052632,9,"Estimate","Fig5","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,-0.0597789931146752,0.00957281923999143,-0.157386460024026,0.134572819239991
"190","ES_190","King2013","King_Dakin_Liu_Drake","King2013ffmf","King2013ffmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-fm-f",180,"Standard","Triglycerides","Plasma Triglyceride","mmol/l",0.55,0.22627417,0.08,8,"Exact",0.59,0.24,0.08,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,0.0702042586732484,0.0395425461990815,-0.0202413123633634,0.173471117627653
"191","ES_191","King2013","King_Dakin_Liu_Drake","King2013ffmf","King2013ffmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-fm-f",180,"Standard","Triglycerides","Hepatic Triglyceride","nmol/mg",28.1,6.85857128,2.8,6,"Exact",18.8,5.633826408,2.3,6,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,-0.401912706503797,0.0248961319853725,0.205202412156314,0.224896131985372
"192","ES_192","King2013","King_Dakin_Liu_Drake","King2013ffmf","King2013ffmf_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",180,"Standard","Adiposity","Epididymal Fat Weight","g",0.0337172,0.0129764033996327,0.00490461947249733,7,"Exact",0.0420308,0.0114447575037656,0.00404633281997416,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",0.220394589946714,0.0304276485054309,-0.357900171658515,0.185189553267336
"193","ES_193","King2013","King_Dakin_Liu_Drake","King2013ffmm","King2013ffmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",180,"Standard","Adiposity","Mesenteric Fat Weight","g",0.0285032,0.0047971488323795,0.00181315183037715,7,"Exact",0.031788,0.00739934416553251,0.00261606321789058,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",0.10907249840458,0.0108193427570491,0.31239236151816,0.165581247518954
"194","ES_194","King2013","King_Dakin_Liu_Drake","King2013ffmm","King2013ffmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",180,"Standard","Adiposity","Subcutaneous Fat Weight","g",0.0274604,0.0074742141734098,0.00282498742121093,7,"Exact",0.0434436,0.0143712043448001,0.00508098802301285,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",0.458718578243964,0.024261953423891,0.183144179641942,0.179023858185796
"195","ES_195","King2013","King_Dakin_Liu_Drake","King2013ffmm","King2013ffmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",180,"Standard","Adiposity","Retroperitoneal Fat Weight","g",0.0107756,0.00462725649062163,0.00174893856095633,7,"Exact",0.0151876,0.00512689243109313,0.00181263020221997,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",0.343194986546984,0.040587325280022,-0.25256417858659,0.195349230041927
"196","ES_196","King2013","King_Dakin_Liu_Drake","King2013ffmm","King2013ffmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",0,"Standard","Body_Weight","None","g",1.34,0.121655251,0.02,37,"Exact",1.26,0.12,0.02,34,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,-0.0615578929994334,0.000489540140659066,0.0491210289290497,0.0295299441810631
"197","ES_197","King2013","King_Dakin_Liu_Drake","King2013ffmm","King2013ffmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",21,"Standard","Body_Weight","None","g",10.31,0.862322445,0.26,11,"Exact",9.97,1.23,0.39,10,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,-0.0335337140551216,0.00215797777415488,0.394229451133448,0.10771353332971
"198","ES_198","King2013","King_Dakin_Liu_Drake","King2013ffmm","King2013ffmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",180,"Standard","Body_Weight","None","g",34.76,2.089473618,0.63,11,"Exact",35.32,3,0.95,10,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,0.0159820753385681,0.00104993105173512,0.351273592046051,0.106605486607291
"199","ES_199","King2013","King_Dakin_Liu_Drake","King2013ffmm","King2013ffmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",180,"Standard","Glucose_TT","GTT","mmol/L",1734.23076923077,233.653846153846,77.8846153846153,9,"Estimate",1870.41984732824,453.435114503815,151.145038167938,9,"Estimate","Fig5","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,0.0755989685425786,0.0085468701592469,0.587412483419736,0.133546870159247
"200","ES_200","King2013","King_Dakin_Liu_Drake","King2013ffmm","King2013ffmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",180,"Standard","Triglycerides","Plasma Triglyceride","mmol/l",0.54,0.056568542,0.02,8,"Exact",0.47,0.09,0.03,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,-0.138836444854216,0.00544598382682298,0.5942645081111,0.139374555255394
"201","ES_201","King2013","King_Dakin_Liu_Drake","King2013ffmm","King2013ffmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-fm-m",180,"Standard","Triglycerides","Hepatic Triglyceride","nmol/mg",17,3.42928564,1.4,6,"Exact",17.6,2.906888371,1.3,5,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",NA,0.0346855579878901,0.0122378436986238,-0.174954308482689,0.237237843698624
"202","ES_202","King2013","King_Dakin_Liu_Drake","King2013fmf","King2013fmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-m-f",180,"Standard","Adiposity","Mesenteric Fat Weight","g",0.017615,0.00491300071239563,0.00173700805985465,8,"Exact",0.014616,0.00639017949043687,0.00225926962534355,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",-0.186633992717495,0.0336173134910365,0.449511451794024,0.176474456348179
"203","ES_203","King2013","King_Dakin_Liu_Drake","King2013fmf","King2013fmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-m-f",180,"Standard","Adiposity","Subcutaneous Fat Weight","g",0.031165,0.0133844715995814,0.00473212531533137,8,"Exact",0.022968,0.00960014133645958,0.00339416251967993,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",-0.305193727442051,0.0448939986721672,-0.0271236507799413,0.18775114152931
"204","ES_204","King2013","King_Dakin_Liu_Drake","King2013fmf","King2013fmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-m-f",180,"Standard","Adiposity","Retroperitoneal Fat Weight","g",0.009214,0.00468702051200974,0.00165711199380126,8,"Exact",0.004959,0.00420954937255759,0.00148830045353752,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",-0.619519959006729,0.12241767598786,0.512078468281644,0.265274818845003
"205","ES_205","King2013","King_Dakin_Liu_Drake","King2013fmf","King2013fmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-m-f",0,"Standard","Body_Weight","None","g",1.31,0.129614814,0.02,42,"Exact",1.27,0.11,0.02,29,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,-0.0310102367425603,0.000491776822629408,-0.127414459500448,0.0305440416309918
"206","ES_206","King2013","King_Dakin_Liu_Drake","King2013fmf","King2013fmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-m-f",21,"Standard","Body_Weight","None","g",9.97,1.043551628,0.33,10,"Exact",9.72,1.16,0.41,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,-0.0253949655013993,0.00287586462721914,0.14705806437887,0.129859991611346
"207","ES_207","King2013","King_Dakin_Liu_Drake","King2013fmf","King2013fmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-m-f",180,"Standard","Body_Weight","None","g",27.1,2.972541001,0.94,10,"Exact",26.1,1.75,0.62,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,-0.0375984135570074,0.00176510226038813,-0.476329925562091,0.128749229244515
"208","ES_208","King2013","King_Dakin_Liu_Drake","King2013fmf","King2013fmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-m-f",180,"Standard","Glucose_TT","GTT","mmol/L",1582.45033112583,353.145695364239,117.71523178808,9,"Estimate",1369.37086092715,290.562913907285,96.8543046357616,9,"Estimate","Fig5","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,-0.1446230794462,0.0105361656823178,-0.0504375031251849,0.135536165682318
"209","ES_209","King2013","King_Dakin_Liu_Drake","King2013fmf","King2013fmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-m-f",180,"Standard","Triglycerides","Plasma Triglyceride","mmol/l",0.55,0.22627417,0.08,8,"Exact",0.48,0.141421356,0.05,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,-0.13613217432458,0.0320077192052143,-0.333871456688922,0.174864862062357
"210","ES_210","King2013","King_Dakin_Liu_Drake","King2013fmf","King2013fmf_2",2,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Female","f-m-f",180,"Standard","Triglycerides","Hepatic Triglyceride","nmol/mg",28.1,6.85857128,2.8,6,"Exact",25.7,8.818163074,3.6,6,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,-0.089278584438526,0.0295507482074666,0.340593012687031,0.229550748207467
"211","ES_211","King2013","King_Dakin_Liu_Drake","King2013fmm","King2013fmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-m-m",180,"Standard","Adiposity","Mesenteric Fat Weight","g",0.0285032,0.0047971488323795,0.00181315183037715,7,"Exact",0.0251339,0.00765637514363031,0.00255212504787677,9,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",-0.125798829162621,0.0143571191804982,0.572482400555504,0.160190452513831
"212","ES_212","King2013","King_Dakin_Liu_Drake","King2013fmm","King2013fmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-m-m",180,"Standard","Adiposity","Subcutaneous Fat Weight","g",0.0274604,0.0074742141734098,0.00282498742121093,7,"Exact",0.0296098,0.00975810249023856,0.00325270083007952,9,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",0.0753604207397273,0.0226507560192324,0.170445224019303,0.168484089352566
"213","ES_213","King2013","King_Dakin_Liu_Drake","King2013fmm","King2013fmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-m-m",180,"Standard","Adiposity","Retroperitoneal Fat Weight","g",0.0107756,0.00462725649062163,0.00174893856095633,7,"Exact",0.0106733,0.00426778031416801,0.001422593438056,9,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",-0.00953902304675884,0.0441080150608992,-0.0921645928024277,0.189941348394233
"214","ES_214","King2013","King_Dakin_Liu_Drake","King2013fmm","King2013fmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-m-m",180,"Standard","Adiposity","Epididymal Fat Weight","g",0.0337172,0.0129764033996327,0.00490461947249733,7,"Exact",0.0371844,0.0129427254873153,0.00431424182910509,9,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)","Values recalculated to g using original mg/g using body mass of cohort",0.0978812255740778,0.0346209214350961,-0.121313252051545,0.180454254768429
"215","ES_215","King2013","King_Dakin_Liu_Drake","King2013fmm","King2013fmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-m-m",0,"Standard","Body_Weight","None","g",1.34,0.121655251,0.02,37,"Exact",1.27,0.1,0.02,26,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,-0.0536527134923201,0.000461228780027562,-0.136257222523534,0.0343501176689165
"216","ES_216","King2013","King_Dakin_Liu_Drake","King2013fmm","King2013fmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-m-m",21,"Standard","Body_Weight","None","g",10.31,0.862322445,0.26,11,"Exact",10.28,0.13,0.04,10,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,-0.00291403800184965,0.000651951276940087,-1.88362522283071,0.106207506832496
"217","ES_217","King2013","King_Dakin_Liu_Drake","King2013fmm","King2013fmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-m-m",180,"Standard","Body_Weight","None","g",34.76,2.089473618,0.63,11,"Exact",34.43,3.64,1.15,10,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,-0.00953902304675884,0.00144619848679694,0.570166083411917,0.107001754042353
"218","ES_218","King2013","King_Dakin_Liu_Drake","King2013fmm","King2013fmm_1",1,"Maternal Obesity Has Little Effect on the Immediate Offspring but Impacts on the Next Generation","Reproduction Development",2013,"Mouse","C57BL/6","One-off","Female","D12331","D12331 Research Diets; manufacturer; high-fat/high-sugar cafeteria diet (58.5%E fat, 25.5%E sucrose) for 12w before mating through lactation",23,35.5,35.8,5.56,17,25,58,0.68,0.204819277108434,-84,42,126,"12 weeks before mating +pregnancy, lactation","F2","Male","f-m-m",180,"Standard","Glucose_TT","GTT","mmol/L",1734.23076923077,233.653846153846,77.8846153846153,9,"Estimate",1848.46153846154,332.307692307692,110.769230769231,9,"Estimate","Fig5","mCON/pCON (Control) m/CON/pDIO (Treatment)",NA,0.0637897378753304,0.00560794108228047,0.288430855714021,0.13060794108228
